AAGE,ACLSWKR,ADTINK,ADTOCC,AHGA,AHSCOL,AMARITL,AMJIND,AMJOCC,ARACE,AREORGN,ASEX,AUNMEM,AUNTYPE,AWKSTAT,CAPGAIN,GAPLOSS,DIVVAL,FILESTAT,GRINREG,GRINST,HHDFMX,HHDREL,MARSUPWRT,MIGMTR1,MIGMTR3,MIGMTR4,MIGSAME,MIGSUN,NOEMP,PARENT,PEFNTVTY,PEMNTVTY,PENATVTY,PRCITSHP,SEOTR,VETQVA,VETYN,WKSWORK,AHRSPAY,year,income
8B, [ri(vatI,>y1,22P9, 10th gr+d e,j Nt in u8iverse, Married-civilian spouse present, Retail trade, Oqher R8se|rvic}, White,,, NotLin un9iverse, Not in univeBrse, Full-time schedules,0,0^,), JointQ both under 65, =Got in unCierse,TNotpmin Cuniverse, Spozuse f householder, pose f hoseolder,`@06.66,,,, Not in universe under 1? year oNld,,*, Not in universe, United-States, Uniteqd-Stat`es, !nit)ed{4-Stat%es, Nativ- Born in the UnAitted Saates,S0, No6 i universe,:,X,5I,95,50000
77, Notki nivrs,U,i, High sc5hoo*FlgraduUate, Not in uMverse, Wiowed,""" Not in universe or chil1dren", \Not n unie-rse,Wh+p%, Al oter, Fema)e, Not in universe,, `Not gn labor foprce,R,0ryZ,t=, Nonfilr, Not5in 3&univere," Not1in univer,yse", Other Re 18+ ever mrr not in tubfamily, Otherh/relaive of householGer,`i8854,,,, No in universe under 1 ye]r old,,t0, Not 9in uni<erse, Unted-States,,United-Stabtes, Nj$tve- Born in the Uni{ted States,, N8t yn universe,3,^s,y,,`00J
, Not in universe,,0, ChilYHrent, Not in universe, Never m-arriced, Not in unxivereor children, wot in2 univese, 2ht,AllLther, Fe0male, Vot in universe," Not ""inuniAerse", Ch(ldren or Arme Foces,R,",k",g, ONoniler, Not in {niv:ers, Not in universe, Child <18 never marr not in subfam&inly, Child unr 18 (evir married,1375.P,,,, Not in universe under 1 yeyr old,,Ps{0,, United-States,FUnited-Statesb,, Nati1ve- Jnorn i'n the United tates,\,,L,,&,9N),-50000
{:f5, Not n unive*,S,#C,d10t gnader, No.n unji9erse, Never maried, Not in uiverse o children,,f?}ite,5 Al ther, Female$w,)N&ot inzunivese, Not in universe,,{y,},\,, oetF in universu,"""Not n univ&erse", Ch<ild <18 never ~arr not in subfamily, Chi5rd under 18Knlever maried,H07.6, INonmA?<er,"BuN:on""mver", 9omovY^e3r, Yes^, Not inS universe,0, Both paruntas present, United-StaBes, UnjtUd-St tesY, Unied-[t/ates, Native- Born in the United States,, Not inbniverse,x,0,Y,94,-50000
'9, P4riVtNe,,M2,"n ,go school graduate", Not ij universe, Msarred-cvilin spouse present,I Socialc erFvies, Oth6r svic,9 zite, Mexican-America/, Fqmale, Not;vin univrsze, Not in universe, Children or Armed Forces,,2,^,Jowint both under 65, Not in universe, Nt ^in univ+rse,BSpouse ofhousehodr, Spouse of h0ouseholder,2037.18, N_o>nmover, Nonmover,, YIs, Not  n universe,, PNo8 Fin univse, UVitd-b)tates, United-States, Unit-d-StaZes, Native- Born in the United &States,0, Noin unierse,,L,S,94,
,)Not 'n uoierse,,?0;,nChildren," Not""gn niverse",l Never marsied, Not in unive{se po children, N^t in universe, White, Al :other,xpo+Mle, No' in un$verse, rot Ain univers%, Cqi;dren or4 Arned Forcnes,!c0,A,0, gNonM+dear,d Not in univese,Not 7 zuniverse, Chld <18never marr =not in subf mily, ChilH under 18 never marrie|,136102U,,,, Not in unverse under 1 year old,,eb," M""othertonly presen",, UWited\-+tates, UfnteR-Statesk, Natir_e- Born i!n the UnieEd States,R, Not inqu_nciv0rse,03,@,0c,',\-50R2U0
]3J], Private,K,, Bachelors degree(BA AB BS)," Not in"" univeOse", Married-civilian spousx present, Medcal except hospital,, WhS9te,Al oth$r,Female,,, Children or Armed Forces,,,d, Join boGh unde 6, Not in unierse, Not Pn universe, SpousPe of househlder, Spouseof householder,36.4, Nonmover,wdmver, Bomoveh,< _pe, Nrot %n universe,1, Not .in universe,, Unted-Sates, nited-Sta&ps, Native- Bo]n in the Uniteid Stat%es+,C, Not in u!Niverse,*,,11Y0,,
l, No in urivers~e,[,Jj$, Less tha! 1st9rade,,,Not an univerye orp children, o in unibveDse,=IWi@te,, emaGe, Not in uni}verse, Not i_n universe, Children or rmed Forces,,5#,, NonHufiEer,, NoEt in universe,7NonfaMily householder, Householde,18163.18, Nm1moer, Nonmover, NKonmover, Yes,Q Not iYn universe,, N#ot in unvese,=MOexico,x Mx3it, nitedc2Stafte:s, Native- Brn in the United States,," Not in univ\ers""e",2o,0DM,'`,,i|-500*
;_, Not in uiveN6rse,e(7b,qZ00, H8ggh school grxad=uatbe, Not in unive=rs<,Ma#r&ed-civil=ian spouse prFsent, Nt in u[iversre or chilRren,Not in universe,w%rit,, Male, 5Not in univrsen, Not in undiversRe, Children r Rrmed ForcMs,0,,,OJoint both u(nder65, Souh, Utah, Xouseholde%r, Househo1der,50.g3, MS to Zs*A, Di&fferent division9same region, Different state in South, {No, Yes,3>, Not inYuniverse, United-States, Unit^ed-tates, UniRXd@States, Native- B5orn 'n the United State,`0(, Not_in Ru#iDerse,j,L,0,4,5000`
, Not in univre,},0, Chi*l@cdren, Not inu;Civese, NtveuFr marred, otB in universeI or children+, Not in un(iver6r, Amer Indian Aleut or Eskimo, CAl o}1yther, Male*, Notin uiverse,Notin univeis<e, hilren or Armed Fopce,\=,~!r,v, Novfi4er, Not in universe,, Other Rel <18 never marr not in subfamily, Other relative of householder,1461aG#,,,, Not in u^niverse{under 1 yeah old,,0, Neither parent present, United-S%ate4s," UnitVe,-Snates", nited-*Sttes,,B, Not in universe,F,%p,F,5,000
LY5[, Private,4,M4|-, High schoojl gradua9e,NoBTin unives), Married-civilian spouse present, Consdruction, PrBcisin production crft & repaid, / Qt!, All o_th2er,9 jMdle, Not in& universe,, PT for non-econ reasons us{ually}FT,?,,H, Joint both under 65, Not i=unhere, Not in 6n&rerse, HIuscholde[r, Householdxr,294i.92,,,, Not in bunivle?se under 1 year old,,+, ot in universe, United-States, Unite-StJtes, United-States, Native- Born in =he Uied States,, Not%in Hiverse,F`,4F2|,G,,0(0
4aQ,Private,41o,@#30}, Some collegZe but Bnodegre, Not in universe,& Never>maried, Hop}itaservices, OtherBseKrvOte,BqaB`, Allvother, ema(le, No in unive sNV, Not in universe, Chil6dren or Armed Forcees,Y,>,4B, Sinq, Not#in unierse,qNop in univere, Secondar` inni.idual, NonrelativAf householder,11H8.Z, NomFvev,, Nonmozve'r, Fe%, No i univese,$4, Not in uniere, Outlyin!g-U S (Guam ^USVI etQ), Outlying-U S (Guam USVI etc), Outlying-U S (Guam USVI etc), Native- Born in Puerto Rico or U S Outlying,n, Not in universe,,,`,94,-50L00
WN31, Not in universe,0,i8(0M, Some college but no degr&ed, Not in universe,N Married+-civilian spouse present, qot in uni%versd orchil@ren, NoXot in univejsJe,, Allg oKMhzer, e2ael,>$Notin unive3se, Not in universe, Cgildren or Armd Forces,"""G_",}q,t, J=iSt both u?nd! 65, No in nvers(e, 4Not in universe,bSpousG oh householder,,i36W.8_1, Non93over, ;onm+`e, Nonover,,,, N9ot inuniOerse, Undited-States, Unitexd-States, Unied-Sates, Native Born in the United S9ates,n, SNot in universe,{,@c,0tQ,S,-000
KHh~,f 4Prmvate,Id,2Y, 1Gt< gQd#, HigCh sch|lM,mever married, R^tail trVafd#, OthKer snervice,,,5 Mmle,WNoOti univrse, otJin unive`I, Chilrezn or Ar2md Force,]|0,,, Nonfijlqer,, Not id universe, Chrild <@8 nevermarr not in +ubfamily., Child under 18 nevwr mYaie,8(.17, Nonmove<r, Nonmo7r, Nonmo[e1, jYes, Not in universe,, Both parents Present, niteZ3-Sttes,JUnited-States,, )iative- B%rn in the United States,, Not in universe,,ahU#0o,bt,(i,5w00
,VHNot i univese,L,+," High school grauat""", Not iSn niverse, Widowd, Not i uJiverse or children, Not in uiverse, tWhitp,5 Al ther, MaVle, Not in unmigvesx, Not n|univers, Children or Armed Forces,\KB,.,, No|J4iler, NoDt ingniverUe,, Nonfamily househ6ldZr, DHusehl2e7,G11^L.z6, Mokn$over, soonovp,," ,Ye",D 4o<t in univers1e,40, Not in unive:r?e, United-States,United-St\te,,,@Q9,,"""2",,X,,
o24,eSelf-e|ployed-not iAcorporate,3:8Y,!43,H High school graduate,, Married-civilian spouse present, Bus3ine9s5 and repair services, Precision productioR craft & repair, WhiHtse,#4A^lPother, Male, Not in universe, NoFt in8universe, Children or Armed Fores,W,,"""", Joint bothunder 65, Not in univehrse,, HouseholIer, Householder,177:.85, No|moer, Nonmover,6NWomover, |=s, Not in universe,#,, Unite-Sate, United-Staztes,dUnited-Stas, Native- Born in the Uni%ted States,], N}t Hin uniSv[rse,,:2,0Y,9R,a-50Py
), Nobt @in unvere,,708, Children, N[R't in niverse,">Never mar?,ie",NA:t <n universe or chBldren, NKot in 8universLe, hite, All oherC, e/male, Not in univers&, Not i9u/iverse, Children or Armed Forces,0,p,hj, 8on+foer, Nt* kn 3niver^e, Not Zin uiverse," Child <18 neer marr ,ot in subfaily", Ckil und/er 18 never married,7&<2,,,,,,0', Sothparnts pre5sent, i=eted-States, Mited-tates, Unitd-States, NatBve- Bornin the United States,Gnc, Not in universe,,,_3,,-5P0000
,:Private,(%,0@, Some college but no degree, Nost ?0an universe,P N)ver[ marrieM, R:etilGrade, Profssignal s2ecia~tOy, Jhte,, }ale,," Re-,entrIant", Children or =rmed Forces,I),1602,%|, Single, !N3t -n universe,F Notcin niverse,Secondary indiv9$ul, Nonrelative of householder,l2332.96, onE2oe)r, WNonmover, Nonmovqr,e, Not in] wniverse,I6b, }t in univers},,,, Foreig{ born- Not%a citizen of U  ,z,\ Nat in@univyrse,<,,0,kQo,-5000
|!o5, tot in unQerse,,]7Z, 5th orw6th grade, Nt in ubiverse, Mrried-civi:ian spouse +pr{eseZt,, Not n universe, Whte*r, entral7or 0ouh Americtn, Fem@e, Noj in uivzMrse,NPoQ i universe, Chi\dren or Ar[ed Forces,*0,^+],[, Joint both undFer 65, Aroa!, z8AUroad, RP of unrelated subfamily, +NonrQlative of householder,g310E.99, Abroad to' MiA, +r&ad,,($4,! N,R, N in univer/e, Guatemala,uatemila, Guat-maa, Foregn born- Not a ci/>tizenwof U S ,J, Ncopinun+verse,2,0,,^k,8-e0500N
Cx, Pra5ae,2},36,Vth#gWrde, Not>inm universe, Married-civilian spouse pesent, Manufaturing-no&durable (good.s, M2achne operators asmblrs & insptrs, /sin or Pacific iIs3ander,,=M-e, Nut R=n universe, Not] in6 uni?erse, Full-\ime ceules,v,L,, Joint bo+hnder , Not n ugiverse, Not in universe, Spouse of househlder, Souse of hoLuseholder,%123Y2.6,,,, Not it uni*verse under 1` year o.ld,,_, NoNwin kunivfer0e, Cambodia, jietnam, Cambodia, Foreign born- U S ciizen by natur~lization,, Not in unie<,_,$#,0,,-50000
3e, elf-employed-not inco8p-%#ated,i45,1[1,e Prof school degree (MD DDS DVM LBa JD), {o inx uiverseS, Maried-civilian spo`use pr!sent, O~her p8of6ssinal ser!vices, Professon>al speci:lty,\Jhife, 5Alyl|Uther,K~ae, No \n universe,, Chil$ren or Armeg Forces,7688,j,n0r@0, JoCint both under 6J5, No in universe, Not in unives=e,Hu`eholder?, Hoseholder,100.{368, N(nmove, NonmGov\er, NonmovZer,_,,b, Not in universe, United;-States,,! Un[td-St?es, Naltive- Born in th( United Ttates,, No't in un5v~ersIe,k2,K5.~,0K,s, 50s000+.
9|1, Not `Tn niverse,3`T,.0C, Master degree(MA| M MEng MEd MSW@MBA),, Married-civilian spouse present,, [ot in unive|rIse,, Cuban,B+Ely, Not in Yni:verse, Not in universe,Chldren o Rrmyed Forces,0,419,?b, Join bKth 65+,6Not i universe, Not in uni7?erse,5Housefler, Houihder,"1384.""0&O", Nonpoe, v*oAnmover, Nonmo_ver?,eE,,, Not in uniese,, Cub]a,Cba*[w,,dC[, N ot in|univeSrse,S]qv2,"n,",,w,-5!u000
{,z Notin niverspe,,q,5Lath or 6th graPe, No%W in univrbse, Never 'mrQ[ied, NoK in universe or child$reF, Not inZ univ}rse, wWh.e, All|other,waRle, Not in unSiveWrse, Ntin univ/rs,Nt in labor force,',d5,," NonY,filer", Nt in universe, N!otXo in unrivese, Nonfamily householder, Househnolder,54104,,,, Nopt in unRvere under 1 ye@a old,,P, Not in unAv?erse,, nite-[States, Unted-States,,h<, Nt in un.Wverse,=r,,0,E95L,-5000!0
, Locsl g\ver?mnvt,,10D, Mastersd6egree(MA MS MEnVg ?E MSW MBA),, Never maried, E}ducaton, Professiona`l specia1lty, hhitCe, All othr, vmae,dYes,Not inpuniverse, p`ildren or AZmed Forces,l,H,@A5N, QpnMe, Not in universe,,, Hou5hode^,152-l.16,]Nonm@over, NonmAov+er4, Nnmover,s, No in8unverse,,nNt in universe, Undited-Statesm, Unied-States;, Un#itBe-Stes, Native-kBEern in the Uni2ed Ptates,, !N4t i uni~erke,,,,{4, 50000+.
W0@, PHri;vDate,B33,, High sTchool gra2uate, Not Zn universe, Married-civilian spouse Hresent," R}etil ""tTade", Sales, Amer Indin Aleut or Eskimo, All otaer, Fue8aTlHe,ahNot iEn universe, ot n universe, Full-time schedules,#,s,F15," Joinot ,oh under 6", Not Nin uni/rse, Not in universe, Spouse of houseylder,"""Spouse of householDde",210.957,,,, NoPt in universe under 1 year od,,3B,,Un[ted-St$tes, Bi;ted-taates, United-States,; Natie- Born in the United otates,=, Not .n nive5se,2wi,fxw510,0,*q.9P,50
d, Not iunive{se,|,0, hikdren,, Nsever mar_ried, No in univerfse or childr3en,, shit_, All other,te3e, ONot9in unverskZ, Not in Kiverse,L Cilrenvor Armed Forces,,,C,Nonfil4er, No& intniverse, Not in unlverse, Child ]18 nevert marr not `n subfamily, Child uSder 18 never married,1V874.8,,,,,,0, Both paent resent, ^UnAted-States, United-States, Unite*-Sate, Naiv e- Born in th nUnited States,s,,Wf/,j,S,1,-+50T0
, Private,13w,36V, ATociates degreejacademi program, NDt }inhuniverse, Marriedw-civiliVn spousepe#ent, ManufCcturing-durable goVods,, Whitse, ll tsSr,MTaled,, Notiuni1brse, Choildren or ArmedlWorces,0,1,0, Joint both under 65, Not in unerse,,,Householder,1452.22, fNonmover, xonbov:r,Nonmoer,5>eX,,, Not *in universe, United>SCat)s, UriteZ-St)ae$s, United-States, Na%ive- BYcn {in the United States,0,,"A2""",,h,,-;5!000
r, Privte,1:-,T)', Bachelors degee(BYA AB BSj, Not in univrse`, Married-civilian spouse preesent, Hospital serviUces, Profevssional specWial`y,{ hite`, All other, yremale, Not in universe!, Not in univ rse, Fu5-time 5chedules,},NxE,%0j, Jsintboth under 6m, Not in universe, NFotin univrse,SpouseZ of{householde,,8c7.71,,,, Nt_ in niv5erse under=1 year old,,A, Not in u`niverse, Uni/te8dSttes, United-States, UniteO-ySttes, Native-  Born in thre Uni'Ied S tates,0, Noi in+universe,,q2,,9U,-50000
50, &Priva,43,(, Masters degreGe(MA MS MEng MEd MSW MBA),f Not in universe, Married-civilian spouse pCresent, Education, Professional specialty,42Wehite,, e+ml!xe, NG, Not in ~uiverse{,Full-1ime schedules,K,(,>, JoinEt bogh unde65,dNotWin unive`rse, Not in cnivere, Souse (>of huseho~der, Spouse of householder,1B999,,,, No]u in universe nder 1 year old,,9,,q CaVdaL,@* Canad:,, Foreign bor$- U S ciize`n by naturlization,S0, NHt i =niverqe,F6,5y2h,,of,-50000
T7, #rMvat<e,t5>,25, i0thZwgrae, *Hiw shool, Never arried, Other professional services, Adm support @ncluding clerical, W%fi$e,,e.%le, 2Not in niverse, Ngot inFuniVverse, Full-time schedules,#,"""",@n<,'Si4gle, 2Notd iB niverse,C No in nkiverse, Child <18 never marr nUot in suf|amily, Child uJn3er >18 never marriDed,8.4k,,,, Not *in universe under 1 year old,,3, BoNth^-arent preseqt,,YU3nitedA-Staltes,rUInited-S)ates, Native- Born in the United StatAes,c, Not inmuqiverse,,}9,,cP5,+5?0q0y00#
.k;, Not ^in universe,in[,y,HiOh school Lgraduate, Not in unier4e,, Not in uni+erse or children, Not ]i univeV7se, <WhtQe, K<_l other, Femae, Not in D)verse,vNot in=<nivrse, Not in^labor force,,K[,iSP, Nonnfler,, Not in universe, Nonfami)ly ho\seholder,mHousehovder,J2208.3,,,, rot in unive3se under 16 yhear old,,i," N6ot Cin uni""verse", Uni&d-State, lnited-States,@Uited-Stats, Nativw- Born in the 0nited Statel0s,0, ~No in1uPniverse,2,Eu,[,9JN,-50010
C0,Pd#vate,*213,, 1st 2nd 3rd or 4]h grae, Not inuu7nikerse, MarrieH-civilian spouse present, Agrincl}ure, Farmin forestr%y and fishing,9Wite, Mex6can (Mexicano),?MazQ,Nt iZ uivrse, N=t in unive&rse, Chilwdren or Arme Forcesh,,2,i5, Joint b\oth under 65, Nut iw universe,>No~ in\nivers, Other Rel 18+ver marr R of subfamily, OtQher %ela tive of house]oldMer,11i,, Nonmovyr, Nonmove,?Y , }a[ot in univrse,, Not in universe, .exiqo, Mexic_, MeUic, Foreign born? U S cit1izen by natpralization,AN,# Not i univre,2a,".""OB",N, 4,-5o000
o5, Self-employed-not in]orporated,4l5d,8E, Prof school degr}e((MD DDS DVM LLB JD), Noe %in hnPverse, kivor, Other prjofessdonalFserv?Uces, Professional specialty, White, All& other,#MP+le, Not in universe, Not in universe, Chil+ren or Armed Foices,,5,0,Single,Wi>+, Califonia, Nnfnmily househoyldez, Husgheo&lde,%35.7, MSA to MA, Same county, Sam/ Ocouy2y,RNo,cC0o,+, ot in univers;e, URVnitedStates, United-Sta3es," Uniotd-Sates""", Native- Born in the oUnited ta7es,$, N'otb in unZvere,)(,5 ,A,^, 00g.
E, LLocalgovernme+nt,0I,1, High/scDool graduate, Nobin universe, Never married, Publicadmixnwstraton, Executive admin aInd managerial, Aer Indian Aleut or skimo,a $ll t!er, s$l, No in universe,3Jbleav+jer, Chifldren or ormed Forcs,,0b,b0], |Heady f hou)sehold, Not in universe, No` i= universe,UChild 18+n never marr URP of subfamirly,,77.3, Nnm(over, Nnm+vr,, Y9z,,, Not in universe,,@Unit7d-States, Unite_d-Stats, Native- Born in the United States,H, No7h iyn uni%erse,,sh2,"k0""",94#,-500h00
\7,E /ritaWe,3LU,\, Doctorate ndegree(PhD EdD), Not inuni]ver(se, Neer married, Business and repair services, Adm sup>port includ4ig cler`cal, White, {All other, Female, Not in universe,Re-enran>, Childrenor Armed. Forces,#0,,K, Sqin@l^, Not in universe,6 No$q in uni>verse, Child 18+ never marr Not in a su>f{mily, Child 8 rolgIer,217V.37,0nver, Nonmover, NoCm}(oer, es, ot n .univerpe,, NotV iin ueniverse, Un;ed(-States, NnitedxStatew, Ubnited-StaE9es, Native- Born in the United States,0, Not in nbiverse(,,]5,0qI,W9ES,{0030
A, Prite:,41,, Some colege but no degree, Not in universe, Married-civilian spouse present,hHosp+tal services, Prfessional specilty, a*hite,,"Fem""%al$e", No, Not in universe,,b,Fr0,,Joint both undex 6E5, Not in univerde, Not in univese, Spuse of hvouseholder, Souse of househoeler,288.69,,,, Notin universe under 1 yeaOr old,,\u), No= iO u9niverse, United-Staztes, Unied-States,: nited-StZte*, N.tiveh Born in tL1e United States,, Not in univCerse,!+,52q,160;,=,-g50+000u
9r74, :Not in universe,,f5L},7th and 8th grade,, Married-civiliae+ spouse present, Not in uiverse or chVld*en, Nvot @ki unverse,WFte,b Al other,7Mae,Not i#n univrte,, Not in laboor foce,0,,"+F,", Nonfiler, NotC in universe, N1ot in uQrnverse, ouse*:de7, Householder,,,,," Not in universe under 1 ""year old",,W0, Not in Lunivesp,,,, Foreign( Tor-vU S ciizen by naturalization,"B0,", Not inP universe,Cr,0,w0,u9d,-5000l
.," Pr""vqe",3~,, Hig school gradut, ONot in universe, Married-civilian spouse present, Retail itrad<, Other servicey, Whit)e,, Fkmalemi, Noqtgi univers, Not.in uniEere, Nt\ in labr force,,,, Nonfile,SNot insuniverse, Not inH unKverse,, Sp.ouse ofhouseolder,24+?5.76,,,, Not in univere nder 1 yar olRd,,, Nx8ot inKniverse,, U:it6d-Sates, United-t<ate#{, Native- Born i heNUnited Stat}s,r, Not +in universe,,qg,,Ac,Wx-50c0900
5qx, StateoveArnmt*t, n,n15, High school graLuate, Not i}n aniverZ, Mar)ried-civilian spouse present, Pjblic ~dminisration, Technicians nd related support,  pPit, All othaer, ^GF(ale, Not in universe,, Full-time schFdcle5,0,X+,&%, oint both-und2er 65, Not in uniwrk,, Householdejr, Hoseholdr,r/77.5J,,,,Not in universe under 1 yea&o1ld,,8,, CUnited-StatGes, United-tate, United-Sfa?tes, Native mBorn in the nited Sttes,Y, Noti univ9rse,[>,52s,=0,95,-5000d
<6,Not in _un*iverse,,H, Children,O Nm=t inbunziverse, Neve 1marr1ed,",Not in uaniverse:or cibdren",GNot iA uiveIse, BlacC,' All othDr, @emal8,Not i] universe, Not in\u+ivers, Chi^dr'n or Armed FrI)ces,s,&],, Nonfler, Not in unJHver?se, Not iln ivBe.se, Child <178 never mar; not in subf4mily, Child under 18 never mafried,1389)2c,,,, Not in universe under 1 year old,,@, Fathe oaly pHesent,Unite4]d-gtates,_ United-Staytes, United-tates, Mative- Born in the United States,C, Not in universe,0,0,N,95,-50070]
y7,Npost in unisers,v,n, High 0chool grauate,[Not in uni#eVse, Married-c|ivilia s2ouse Pesent, Not in universe or children,NNot1?in univrse, Whtge, AlVo-the+@, MaleU, Not in universe, Not in uni.veye, Children or Rrmd Force,,M0y,-3.0, Joint one under 65 & one 65+, Nodt in un8Yerse, Not in u_iverse, Hu*ehol9kr,= Houholyerm,4188?, Nonme`rB, Nonmover, NUonmolve,O, No i unFiverse,0m, Notin niverse, United-Stoate\sf,a U}ntd-Statues, United-States,Native- Born in the Unitewd States,, Not in universe,,y,2S,94?,~50000
1%,LPrivtj,42,30, Hig schol grv=uate, Not *n pn6verse, ever ma;ried, Medical: exceptL hospialq, Othe srw|ice, Wh(te, AllO othe5, Female,"""o", Not in universze, Full-time schedules,,Rj,U9," HeWad o Vhouseho,c", Notin unf3erse, vot i univese, Child 18+ never marr RP of subfamily,,1%0lC2.2,,,, Not in universL under 1 year old,,r4qM, N5t in unjiv-erse, Uni/e#-Sate]s\, UniteHd-O1ta{tes, UnitedXState0s, Naive- Born in the United States,, Notn univese,;F[,j2,,95,-.0000
, Priv4\Ae,M3,41, ome coXlege but 6nodegree, CoOllfege or uaiversVity,Never marriedG, RvtalEtade, andle=rs equip eleaners etc,WW!ae, All!oter,,o No, NoM in univer)ex,a Chil3ren or Arme2 For-ces,0,,9{p,;(SnPae, Nt i unBiversB,No in un^iverse-, Child 18+ never marrr No*t in a subflmily, phild H18 orToder,2!2113, vnm v(er, Non6mver, Nonmo'eGr,iw-`e,,4R, NotCin unizver=e, Uczited[-States, Unitd-\taKteN, UnitedKStat`s," Native- Born im the Un,ted States",E, Nhotin unI[verse,>,g)2,"50,0",9Z,5000
f5s, Self-employed-not incorporated,`&3,c,PSome col]lege but no degree,Not in uiverse, Married-ci[ician spou7se pr^sent, Retail tade, Otherservid,iChie, ll other, M=le, Not in Siverse!, Not7in universe, ChildrenorAme;d ForVces,a,0,0, J}int 8b^othJ under 65, vNotin niverse, Not in univlerse, Householder, ^oseNolde,|20TP73, NAnmover, No<nmver,Nonmovr,2 Yes, pNot in |niverse8,, Iot iN universe, United-Ytates, United-Sa|es,, Natie- Born in the United States,,  otin~unive6se,+2,,0| ,k4,$-50000C(
Rp5, rvate,4,," Some colle""ge but n degreg", No57tEi*n universe,;Married-civilian spou2~se pesent, Coslcuton, AdmYsupport includingzcle}rical,#ite*$, All other, Femle,Not in unqvrse, Other jobloser, U9nemply[d fzll-time,',/^,eL, J <in. bo~h under 6, Not icGn universe, O_Not in unu&Werse, Spouse of houeholder, oSpouse of household%r?,3600.33,,,, Not in universe undemr 1yOar old,,, Not inuLBierse, Unlte'd-S6ates, Unitod-S<aes|, United-States, NativCe- Born in the United States,_, Not n universe,),qB8,,,
